"lakeid","year4","gearid","effort","spname","total_caught"
"FI",2009,"FYKNET",6.0000,"LARGEMOUTHBASS",2.0000
"FI",2009,"TRAMML",2.0000,"LARGEMOUTHBASS",5.0000
"FI",2009,"ELFISH",3.0000,"NORTHERNPIKE",1.0000
"FI",2009,"TRAMML",2.0000,"NORTHERNPIKE",2.0000
"FI",2009,"BSEINE",12.0000,"PUMPKINSEED",3.0000
"FI",2009,"ELFISH",3.0000,"PUMPKINSEED",15.0000
"FI",2009,"FYKNET",6.0000,"PUMPKINSEED",1.0000
"FI",2009,"TRAMML",2.0000,"PUMPKINSEED",4.0000
"FI",2009,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"FI",2009,"TRAMML",2.0000,"YELLOWBULLHEAD",1.0000
"FI",2009,"BSEINE",12.0000,"YELLOWPERCH",1.0000
"FI",2009,"ELFISH",3.0000,"YELLOWPERCH",31.0000
"FI",2009,"FYKNET",6.0000,"YELLOWPERCH",2.0000
"FI",2010,"BSEINE",12.0000,"BGPUMPHYBRID",2.0000
"FI",2010,"ELFISH",3.0000,"BGPUMPHYBRID",30.0000
"FI",2010,"FYKNET",6.0000,"BGPUMPHYBRID",1.0000
"FI",2010,"BSEINE",12.0000,"BLACKCHINSHINER",66.0000
"FI",2010,"ELFISH",3.0000,"BLACKCHINSHINER",33.0000
"FI",2010,"FYKNET",6.0000,"BLACKCHINSHINER",15.0000
"FI",2010,"BSEINE",12.0000,"BLACKCRAPPIE",33.0000
"FI",2010,"ELFISH",3.0000,"BLACKCRAPPIE",8.0000
"FI",2010,"FYKNET",6.0000,"BLACKCRAPPIE",2.0000
"FI",2010,"BSEINE",12.0000,"BLUEGILL",108.0000
"FI",2010,"ELFISH",3.0000,"BLUEGILL",508.0000
"FI",2010,"FYKNET",6.0000,"BLUEGILL",13.0000
"FI",2010,"ELFISH",3.0000,"COMMONCARP",40.0000
"FI",2010,"FYKNET",6.0000,"COMMONCARP",2.0000
"FI",2010,"TRAMML",2.0000,"COMMONCARP",59.0000
"FI",2010,"BSEINE",12.0000,"GOLDENSHINER",13.0000
"FI",2010,"ELFISH",3.0000,"GOLDENSHINER",26.0000
"FI",2010,"BSEINE",12.0000,"GREENBGHYBRID",1.0000
"FI",2010,"BSEINE",12.0000,"GREENPUMPHYBRID",5.0000
"FI",2010,"ELFISH",3.0000,"GREENPUMPHYBRID",33.0000
"FI",2010,"FYKNET",6.0000,"GREENPUMPHYBRID",1.0000
"FI",2010,"BSEINE",12.0000,"GREENSUNFISH",8.0000
"FI",2010,"ELFISH",3.0000,"GREENSUNFISH",5.0000
"FI",2010,"BSEINE",12.0000,"IOWADARTER",1.0000
"FI",2010,"ELFISH",3.0000,"IOWADARTER",2.0000
"FI",2010,"BSEINE",12.0000,"LARGEMOUTHBASS",18.0000
"FI",2010,"ELFISH",3.0000,"LARGEMOUTHBASS",221.0000
"FI",2010,"FYKNET",6.0000,"LARGEMOUTHBASS",3.0000
"FI",2010,"TRAMML",2.0000,"LARGEMOUTHBASS",3.0000
"FI",2010,"ELFISH",3.0000,"NORTHERNPIKE",2.0000
"FI",2010,"BSEINE",12.0000,"PUMPKINSEED",5.0000
"FI",2010,"ELFISH",3.0000,"YELLOWBULLHEAD",1.0000
"FI",2010,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"FI",2010,"TRAMML",2.0000,"YELLOWBULLHEAD",1.0000
"FI",2010,"BSEINE",12.0000,"YELLOWPERCH",3.0000
"FI",2010,"ELFISH",3.0000,"YELLOWPERCH",61.0000
"FI",2011,"ELFISH",3.0000,"BGPUMPHYBRID",3.0000
"FI",2011,"BSEINE",12.0000,"BLACKCHINSHINER",41.0000
"FI",2011,"ELFISH",3.0000,"BLACKCHINSHINER",19.0000
"FI",2011,"ELFISH",3.0000,"BLACKCRAPPIE",2.0000
"FI",2011,"FYKNET",6.0000,"BLACKCRAPPIE",2.0000
"FI",2011,"BSEINE",12.0000,"BLUEGILL",56.0000
"FI",2011,"ELFISH",3.0000,"BLUEGILL",708.0000
"FI",2011,"FYKNET",6.0000,"BLUEGILL",9.0000
"FI",2011,"TRAMML",2.0000,"BLUEGILL",1.0000
"FI",2011,"ELFISH",3.0000,"COMMONCARP",34.0000
"FI",2011,"FYKNET",6.0000,"COMMONCARP",1.0000
"FI",2011,"TRAMML",2.0000,"COMMONCARP",18.0000
"FI",2011,"BSEINE",12.0000,"GOLDENSHINER",2.0000
"FI",2011,"ELFISH",3.0000,"GOLDENSHINER",7.0000
"FI",2011,"FYKNET",6.0000,"GOLDENSHINER",1.0000
"FI",2011,"ELFISH",3.0000,"GREENBGHYBRID",2.0000
"FI",2011,"BSEINE",12.0000,"GREENPUMPHYBRID",7.0000
"FI",2011,"ELFISH",3.0000,"GREENPUMPHYBRID",56.0000
"FI",2011,"FYKNET",6.0000,"GREENPUMPHYBRID",3.0000
"FI",2011,"BSEINE",12.0000,"GREENSUNFISH",10.0000
"FI",2011,"ELFISH",3.0000,"GREENSUNFISH",49.0000
"FI",2011,"BSEINE",12.0000,"JOHNNYDARTER",1.0000
"FI",2011,"BSEINE",12.0000,"LARGEMOUTHBASS",5.0000
"FI",2011,"ELFISH",3.0000,"LARGEMOUTHBASS",165.0000
"FI",2011,"FYKNET",6.0000,"LARGEMOUTHBASS",5.0000
"FI",2011,"TRAMML",2.0000,"LARGEMOUTHBASS",3.0000
"FI",2011,"TRAMML",2.0000,"NORTHERNPIKE",2.0000
"FI",2011,"BSEINE",12.0000,"PUMPKINSEED",7.0000
"FI",2011,"ELFISH",3.0000,"PUMPKINSEED",114.0000
"FI",2011,"FYKNET",6.0000,"PUMPKINSEED",2.0000
"FI",2011,"ELFISH",3.0000,"YELLOWBULLHEAD",5.0000
"FI",2011,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"FI",2011,"TRAMML",2.0000,"YELLOWBULLHEAD",2.0000
"FI",2011,"BSEINE",12.0000,"YELLOWPERCH",1.0000
"FI",2011,"ELFISH",3.0000,"YELLOWPERCH",100.0000
"FI",2012,"BSEINE",12.0000,"BLACKCHINSHINER",204.0000
"FI",2012,"ELFISH",3.0000,"BLACKCHINSHINER",24.0000
"FI",2012,"BSEINE",12.0000,"BLACKCRAPPIE",6.0000
"FI",2012,"ELFISH",3.0000,"BLACKCRAPPIE",2.0000
"FI",2012,"FYKNET",6.0000,"BLACKCRAPPIE",1.0000
"FI",2012,"BSEINE",12.0000,"BLUEGILL",38.0000
"FI",2012,"ELFISH",3.0000,"BLUEGILL",273.0000
"FI",2012,"FYKNET",6.0000,"BLUEGILL",4.0000
"FI",2012,"ELFISH",3.0000,"COMMONCARP",28.0000
"FI",2012,"FYKNET",6.0000,"COMMONCARP",2.0000
"FI",2012,"TRAMML",2.0000,"COMMONCARP",79.0000
"FI",2012,"BSEINE",12.0000,"GOLDENSHINER",5.0000
"FI",2012,"ELFISH",3.0000,"GOLDENSHINER",3.0000
"FI",2012,"FYKNET",6.0000,"GREENBGHYBRID",1.0000
"FI",2012,"BSEINE",12.0000,"GREENPUMPHYBRID",17.0000
"FI",2012,"ELFISH",3.0000,"GREENPUMPHYBRID",62.0000
"FI",2012,"FYKNET",6.0000,"GREENPUMPHYBRID",1.0000
"FI",2012,"BSEINE",12.0000,"GREENSUNFISH",9.0000
"FI",2012,"ELFISH",3.0000,"GREENSUNFISH",29.0000
"FI",2012,"FYKNET",6.0000,"GREENSUNFISH",1.0000
"FI",2012,"ELFISH",3.0000,"IOWADARTER",1.0000
"FI",2012,"BSEINE",12.0000,"LARGEMOUTHBASS",41.0000
"FI",2012,"ELFISH",3.0000,"LARGEMOUTHBASS",108.0000
"FI",2012,"FYKNET",6.0000,"LARGEMOUTHBASS",1.0000
"FI",2012,"TRAMML",2.0000,"LARGEMOUTHBASS",2.0000
"FI",2012,"ELFISH",3.0000,"NORTHERNPIKE",1.0000
"FI",2012,"BSEINE",12.0000,"PUMPKINSEED",4.0000
"FI",2012,"ELFISH",3.0000,"PUMPKINSEED",18.0000
"FI",2012,"TRAMML",2.0000,"WALLEYE",1.0000
"FI",2012,"BSEINE",12.0000,"YELLOWBULLHEAD",1.0000
"FI",2012,"ELFISH",3.0000,"YELLOWBULLHEAD",2.0000
"FI",2012,"TRAMML",2.0000,"YELLOWBULLHEAD",1.0000
"FI",2012,"ELFISH",3.0000,"YELLOWPERCH",27.0000
"FI",2012,"FYKNET",6.0000,"YELLOWPERCH",1.0000
"FI",2013,"ELFISH",3.0000,"BGPUMPHYBRID",1.0000
"FI",2013,"BSEINE",12.0000,"BLACKCHINSHINER",280.0000
"FI",2013,"ELFISH",3.0000,"BLACKCHINSHINER",94.0000
"FI",2013,"FYKNET",6.0000,"BLACKCHINSHINER",15.0000
"FI",2013,"BSEINE",12.0000,"BLACKCRAPPIE",24.0000
"FI",2013,"ELFISH",3.0000,"BLACKCRAPPIE",3.0000
"FI",2013,"BSEINE",12.0000,"BLUEGILL",39.0000
"FI",2013,"ELFISH",3.0000,"BLUEGILL",438.0000
"FI",2013,"FYKNET",6.0000,"BLUEGILL",23.0000
"FI",2013,"TRAMML",2.0000,"BLUEGILL",2.0000
"FI",2013,"ELFISH",3.0000,"COMMONCARP",17.0000
"FI",2013,"FYKNET",6.0000,"COMMONCARP",4.0000
"FI",2013,"TRAMML",2.0000,"COMMONCARP",5.0000
"FI",2013,"BSEINE",12.0000,"GOLDENSHINER",1.0000
"FI",2013,"ELFISH",3.0000,"GOLDENSHINER",3.0000
"FI",2013,"ELFISH",3.0000,"GREENBGHYBRID",7.0000
"FI",2013,"FYKNET",6.0000,"GREENBGHYBRID",1.0000
"FI",2013,"BSEINE",12.0000,"GREENPUMPHYBRID",5.0000
"FI",2013,"ELFISH",3.0000,"GREENPUMPHYBRID",34.0000
"FI",2013,"BSEINE",12.0000,"GREENSUNFISH",8.0000
"FI",2013,"ELFISH",3.0000,"GREENSUNFISH",29.0000
"FI",2013,"FYKNET",6.0000,"GREENSUNFISH",1.0000
"FI",2013,"BSEINE",12.0000,"LARGEMOUTHBASS",6.0000
"FI",2013,"ELFISH",3.0000,"LARGEMOUTHBASS",116.0000
"FI",2013,"FYKNET",6.0000,"LARGEMOUTHBASS",14.0000
"FI",2013,"ELFISH",3.0000,"NORTHERNPIKE",4.0000
"FI",2013,"BSEINE",12.0000,"PUMPKINSEED",6.0000
"FI",2013,"ELFISH",3.0000,"PUMPKINSEED",108.0000
"FI",2013,"ELFISH",3.0000,"YELLOWBULLHEAD",4.0000
"FI",2013,"FYKNET",6.0000,"YELLOWBULLHEAD",4.0000
"FI",2013,"ELFISH",3.0000,"YELLOWPERCH",18.0000
"FI",2014,"FYKNET",6.0000,"BGPUMPHYBRID",1.0000
"FI",2014,"BSEINE",12.0000,"BLACKCHINSHINER",760.0000
"FI",2014,"ELFISH",3.0000,"BLACKCHINSHINER",253.0000
"FI",2014,"BSEINE",12.0000,"BLACKCRAPPIE",282.0000
"FI",2014,"ELFISH",3.0000,"BLACKCRAPPIE",6.0000
"FI",2014,"FYKNET",6.0000,"BLACKCRAPPIE",2.0000
"FI",2014,"BSEINE",12.0000,"BLUEGILL",62.0000
"FI",2014,"ELFISH",3.0000,"BLUEGILL",367.0000
"FI",2014,"FYKNET",6.0000,"BLUEGILL",10.0000
"FI",2014,"ELFISH",3.0000,"COMMONCARP",14.0000
"FI",2014,"TRAMML",2.0000,"COMMONCARP",16.0000
"FI",2014,"BSEINE",12.0000,"GOLDENSHINER",14.0000
"FI",2014,"ELFISH",3.0000,"GOLDENSHINER",17.0000
"FI",2014,"BSEINE",12.0000,"GREENPUMPHYBRID",11.0000
"FI",2014,"ELFISH",3.0000,"GREENPUMPHYBRID",31.0000
"FI",2014,"BSEINE",12.0000,"GREENSUNFISH",20.0000
"FI",2014,"ELFISH",3.0000,"GREENSUNFISH",61.0000
"FI",2014,"FYKNET",6.0000,"GREENSUNFISH",2.0000
"FI",2014,"BSEINE",12.0000,"IOWADARTER",3.0000
"FI",2014,"BSEINE",12.0000,"LARGEMOUTHBASS",114.0000
"FI",2014,"ELFISH",3.0000,"LARGEMOUTHBASS",299.0000
"FI",2014,"FYKNET",6.0000,"LARGEMOUTHBASS",2.0000
"FI",2014,"ELFISH",3.0000,"NORTHERNPIKE",3.0000
"FI",2014,"TRAMML",2.0000,"NORTHERNPIKE",2.0000
"FI",2014,"BSEINE",12.0000,"PUMPKINSEED",25.0000
"FI",2014,"ELFISH",3.0000,"PUMPKINSEED",72.0000
"FI",2014,"FYKNET",6.0000,"PUMPKINSEED",3.0000
"FI",2014,"FYKNET",6.0000,"WHITECRAPPIE",1.0000
"FI",2014,"ELFISH",3.0000,"YELLOWBULLHEAD",1.0000
"FI",2014,"ELFISH",3.0000,"YELLOWPERCH",65.0000
"FI",2015,"ELFISH",3.0000,"BGPUMPHYBRID",2.0000
"FI",2015,"FYKNET",6.0000,"BGPUMPHYBRID",1.0000
"FI",2015,"BSEINE",12.0000,"BLACKCHINSHINER",62.0000
"FI",2015,"ELFISH",3.0000,"BLACKCHINSHINER",6.0000
"FI",2015,"BSEINE",12.0000,"BLACKCRAPPIE",92.0000
"FI",2015,"ELFISH",3.0000,"BLACKCRAPPIE",26.0000
"FI",2015,"FYKNET",6.0000,"BLACKCRAPPIE",1.0000
"FI",2015,"BSEINE",12.0000,"BLUEGILL",54.0000
"FI",2015,"ELFISH",3.0000,"BLUEGILL",356.0000
"FI",2015,"FYKNET",6.0000,"BLUEGILL",29.0000
"FI",2015,"ELFISH",3.0000,"COMMONCARP",10.0000
"FI",2015,"FYKNET",6.0000,"COMMONCARP",8.0000
"FI",2015,"TRAMML",2.0000,"COMMONCARP",63.0000
"FI",2015,"ELFISH",3.0000,"GOLDENSHINER",1.0000
"FI",2015,"FYKNET",6.0000,"GOLDENSHINER",1.0000
"FI",2015,"BSEINE",12.0000,"GREENPUMPHYBRID",10.0000
"FI",2015,"ELFISH",3.0000,"GREENPUMPHYBRID",12.0000
"FI",2015,"FYKNET",6.0000,"GREENPUMPHYBRID",7.0000
"FI",2015,"BSEINE",12.0000,"GREENSUNFISH",19.0000
"FI",2015,"ELFISH",3.0000,"GREENSUNFISH",27.0000
"FI",2015,"FYKNET",6.0000,"GREENSUNFISH",9.0000
"FI",2015,"ELFISH",3.0000,"IOWADARTER",1.0000
"FI",2015,"BSEINE",12.0000,"LARGEMOUTHBASS",8.0000
"FI",2015,"ELFISH",3.0000,"LARGEMOUTHBASS",174.0000
"FI",2015,"FYKNET",6.0000,"LARGEMOUTHBASS",4.0000
"FI",2015,"TRAMML",2.0000,"LARGEMOUTHBASS",1.0000
"FI",2015,"FYKNET",6.0000,"MIMICSHINER",6.0000
"FI",2015,"FYKNET",6.0000,"NORTHERNPIKE",1.0000
"FI",2015,"TRAMML",2.0000,"NORTHERNPIKE",1.0000
"FI",2015,"BSEINE",12.0000,"PUMPKINSEED",6.0000
"FI",2015,"ELFISH",3.0000,"PUMPKINSEED",32.0000
"FI",2015,"FYKNET",6.0000,"PUMPKINSEED",3.0000
"FI",2015,"BSEINE",12.0000,"YELLOWBULLHEAD",1.0000
"FI",2015,"TRAMML",2.0000,"YELLOWBULLHEAD",3.0000
"FI",2015,"BSEINE",12.0000,"YELLOWPERCH",6.0000
"FI",2015,"ELFISH",3.0000,"YELLOWPERCH",169.0000
"FI",2016,"ELFISH",3.0000,"BGPUMPHYBRID",2.0000
"FI",2016,"FYKNET",6.0000,"BGPUMPHYBRID",1.0000
"FI",2016,"BSEINE",12.0000,"BLACKCHINSHINER",270.0000
"FI",2016,"ELFISH",3.0000,"BLACKCHINSHINER",18.0000
"FI",2016,"BSEINE",12.0000,"BLACKCRAPPIE",7.0000
"FI",2016,"ELFISH",3.0000,"BLACKCRAPPIE",6.0000
"FI",2016,"FYKNET",6.0000,"BLACKCRAPPIE",19.0000
"FI",2016,"FYKNET",6.0000,"BLACKNOSESHINER",9.0000
"FI",2016,"BSEINE",12.0000,"BLUEGILL",40.0000
"FI",2016,"ELFISH",3.0000,"BLUEGILL",346.0000
"FI",2016,"FYKNET",6.0000,"BLUEGILL",272.0000
"FI",2016,"ELFISH",3.0000,"COMMONCARP",3.0000
"FI",2016,"FYKNET",6.0000,"COMMONCARP",5.0000
"FI",2016,"TRAMML",2.0000,"COMMONCARP",66.0000
"FI",2016,"BSEINE",12.0000,"GOLDENSHINER",1.0000
"FI",2016,"ELFISH",3.0000,"GOLDENSHINER",4.0000
"FI",2016,"FYKNET",6.0000,"GOLDENSHINER",3.0000
"FI",2016,"BSEINE",12.0000,"GREENPUMPHYBRID",51.0000
"FI",2016,"ELFISH",3.0000,"GREENPUMPHYBRID",57.0000
"FI",2016,"BSEINE",12.0000,"GREENSUNFISH",6.0000
"FI",2016,"ELFISH",3.0000,"GREENSUNFISH",21.0000
"FI",2016,"BSEINE",12.0000,"LARGEMOUTHBASS",10.0000
"FI",2016,"ELFISH",3.0000,"LARGEMOUTHBASS",80.0000
"FI",2016,"FYKNET",6.0000,"LARGEMOUTHBASS",5.0000
"FI",2016,"TRAMML",2.0000,"LARGEMOUTHBASS",3.0000
"FI",2016,"TRAMML",2.0000,"NORTHERNPIKE",1.0000
"FI",2016,"BSEINE",12.0000,"PUMPKINSEED",20.0000
"FI",2016,"ELFISH",3.0000,"PUMPKINSEED",64.0000
"FI",2016,"FYKNET",6.0000,"PUMPKINSEED",10.0000
"FI",2016,"ELFISH",3.0000,"YELLOWBULLHEAD",2.0000
"FI",2016,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"FI",2016,"ELFISH",3.0000,"YELLOWPERCH",40.0000
"FI",2017,"FYKNET",6.0000,"BGPUMPHYBRID",4.0000
"FI",2017,"BSEINE",12.0000,"BLACKCHINSHINER",208.0000
"FI",2017,"BSEINE",12.0000,"BLACKCRAPPIE",85.0000
"FI",2017,"ELFISH",3.0000,"BLACKCRAPPIE",1.0000
"FI",2017,"FYKNET",6.0000,"BLACKCRAPPIE",5.0000
"FI",2017,"BSEINE",12.0000,"BLUEGILL",28.0000
"FI",2017,"ELFISH",3.0000,"BLUEGILL",119.0000
"FI",2017,"FYKNET",6.0000,"BLUEGILL",27.0000
"FI",2017,"ELFISH",3.0000,"COMMONCARP",16.0000
"FI",2017,"TRAMML",2.0000,"COMMONCARP",14.0000
"FI",2017,"BSEINE",12.0000,"GOLDENSHINER",3.0000
"FI",2017,"ELFISH",3.0000,"GOLDENSHINER",5.0000
"FI",2017,"BSEINE",12.0000,"GREENPUMPHYBRID",7.0000
"FI",2017,"ELFISH",3.0000,"GREENPUMPHYBRID",40.0000
"FI",2017,"FYKNET",6.0000,"GREENPUMPHYBRID",8.0000
"FI",2017,"BSEINE",12.0000,"GREENSUNFISH",1.0000
"FI",2017,"ELFISH",3.0000,"GREENSUNFISH",11.0000
"FI",2017,"FYKNET",6.0000,"GREENSUNFISH",1.0000
"FI",2017,"FYKNET",6.0000,"JOHNNYDARTER",1.0000
"FI",2017,"BSEINE",12.0000,"LARGEMOUTHBASS",8.0000
"FI",2017,"ELFISH",3.0000,"LARGEMOUTHBASS",66.0000
"FI",2017,"FYKNET",6.0000,"LARGEMOUTHBASS",21.0000
"FI",2017,"TRAMML",2.0000,"LARGEMOUTHBASS",1.0000
"FI",2017,"ELFISH",3.0000,"NORTHERNPIKE",1.0000
"FI",2017,"BSEINE",12.0000,"PUMPKINSEED",3.0000
"FI",2017,"ELFISH",3.0000,"PUMPKINSEED",12.0000
"FI",2017,"FYKNET",6.0000,"PUMPKINSEED",2.0000
"FI",2017,"ELFISH",3.0000,"YELLOWBULLHEAD",2.0000
"FI",2017,"BSEINE",12.0000,"YELLOWPERCH",2.0000
"FI",2017,"ELFISH",3.0000,"YELLOWPERCH",33.0000
"ME",1981,"BSEINE",9.0000,"BIGMOUTHBUFFALO",2.0000
"ME",1981,"ELFISH",2.0000,"BIGMOUTHBUFFALO",3.0000
"ME",1981,"BSEINE",9.0000,"BLACKCRAPPIE",112.0000
"ME",1981,"CRAYTR",20.0000,"BLACKCRAPPIE",2.0000
"ME",1981,"VGN019",2.0000,"BLACKCRAPPIE",1.0430
"ME",1981,"BSEINE",9.0000,"BLUEGILL",8.0000
"ME",1981,"CRAYTR",20.0000,"BLUEGILL",5.0000
"ME",1981,"FYKNET",4.0000,"BLUEGILL",2.0000
"ME",1981,"MINNOW",20.0000,"BLUEGILL",11.0000
"ME",1981,"BSEINE",9.0000,"BLUNTNOSEMINNOW",6.0000
"ME",1981,"BSEINE",9.0000,"BROOKSILVERSIDE",227.0000
"ME",1981,"ELFISH",2.0000,"BROOKSILVERSIDE",1.0000
"ME",1981,"VGN032",2.0000,"CISCO",2.0860
"ME",1981,"VGN038",2.0000,"CISCO",7.7920
"ME",1981,"VGN051",2.0000,"CISCO",28.8670
"ME",1981,"VGN064",2.0000,"CISCO",49.2580
"ME",1981,"VGN089",2.0000,"CISCO",53.9200
"ME",1981,"BSEINE",9.0000,"COMMONCARP",1.0000
"ME",1981,"ELFISH",2.0000,"COMMONCARP",16.0000
"ME",1981,"VGN089",2.0000,"COMMONCARP",1.0430
"ME",1981,"BSEINE",9.0000,"CRAPPIE",2166.0000
"ME",1981,"CRAYTR",20.0000,"CRAPPIE",2.0000
"ME",1981,"ELFISH",2.0000,"CRAPPIE",20.0000
"ME",1981,"FYKNET",4.0000,"CRAPPIE",19.0000
"ME",1981,"TRAMML",2.0000,"CRAPPIE",6.0000
"ME",1981,"VGN019",2.0000,"CRAPPIE",1.0430
"ME",1981,"VGN038",2.0000,"CRAPPIE",1.8400
"ME",1981,"VGN051",2.0000,"CRAPPIE",0.9530
"ME",1981,"VGN064",2.0000,"CRAPPIE",2.9790
"ME",1981,"VGN089",2.0000,"CRAPPIE",9.8490
"ME",1981,"BSEINE",9.0000,"FATHEAD",1.0000
"ME",1981,"ELFISH",2.0000,"FRESHWATERDRUM",18.0000
"ME",1981,"VGN064",2.0000,"FRESHWATERDRUM",0.9730
"ME",1981,"ELFISH",2.0000,"LARGEMOUTHBASS",5.0000
"ME",1981,"BSEINE",9.0000,"LOGPERCH",1.0000
"ME",1981,"ELFISH",2.0000,"LONGNOSEGAR",3.0000
"ME",1981,"TRAMML",2.0000,"LONGNOSEGAR",4.0000
"ME",1981,"FYKNET",4.0000,"MUDMINNOW",2.0000
"ME",1981,"ELFISH",2.0000,"PUMPKINSEED",1.0000
"ME",1981,"BSEINE",9.0000,"ROCKBASS",1.0000
"ME",1981,"ELFISH",2.0000,"ROCKBASS",2.0000
"ME",1981,"FYKNET",4.0000,"ROCKBASS",10.0000
"ME",1981,"BSEINE",9.0000,"SMALLMOUTHBASS",8.0000
"ME",1981,"ELFISH",2.0000,"WALLEYE",1.0000
"ME",1981,"FYKNET",4.0000,"WALLEYE",1.0000
"ME",1981,"TRAMML",2.0000,"WALLEYE",1.0000
"ME",1981,"BSEINE",9.0000,"WHITEBASS",12.0000
"ME",1981,"BSEINE",9.0000,"WHITECRAPPIE",2.0000
"ME",1981,"ELFISH",2.0000,"WHITESUCKER",1.0000
"ME",1981,"FYKNET",4.0000,"WHITESUCKER",1.0000
"ME",1981,"TRAMML",2.0000,"WHITESUCKER",1.0000
"ME",1981,"BSEINE",9.0000,"YELLOWPERCH",35.0000
"ME",1981,"CRAYTR",20.0000,"YELLOWPERCH",1.0000
"ME",1981,"ELFISH",2.0000,"YELLOWPERCH",35.0000
"ME",1981,"FYKNET",4.0000,"YELLOWPERCH",8.0000
"ME",1981,"MINNOW",20.0000,"YELLOWPERCH",3.0000
"ME",1981,"TRAMML",2.0000,"YELLOWPERCH",26.0000
"ME",1981,"VGN032",2.0000,"YELLOWPERCH",15.5920
"ME",1981,"VGN038",2.0000,"YELLOWPERCH",27.1670
"ME",1981,"VGN051",2.0000,"YELLOWPERCH",126.6830
"ME",1981,"VGN064",2.0000,"YELLOWPERCH",78.3880
"ME",1982,"BSEINE",4.0000,"BLACKCRAPPIE",5.0000
"ME",1982,"TRAMML",2.0000,"BLACKCRAPPIE",1.0000
"ME",1982,"VGN051",2.0000,"BLACKCRAPPIE",1.0240
"ME",1982,"BSEINE",4.0000,"BLUEGILL",3.0000
"ME",1982,"FYKNET",5.0000,"BLUEGILL",348.0000
"ME",1982,"BSEINE",4.0000,"BLUNTNOSEMINNOW",4.0000
"ME",1982,"FYKNET",5.0000,"BLUNTNOSEMINNOW",14.0000
"ME",1982,"BSEINE",4.0000,"BROOKSILVERSIDE",703.0000
"ME",1982,"FYKNET",5.0000,"BROWNBULLHEAD",6.0000
"ME",1982,"TRAMML",2.0000,"BROWNBULLHEAD",3.0000
"ME",1982,"VGN025",2.0000,"CISCO",10.1400
"ME",1982,"VGN032",1.0000,"CISCO",0.4820
"ME",1982,"VGN051",2.0000,"CISCO",4.0260
"ME",1982,"VGN064",1.0000,"CISCO",11.5220
"ME",1982,"VGN089",1.0000,"CISCO",22.9600
"ME",1982,"TRAMML",2.0000,"COMMONCARP",5.0000
"ME",1982,"FYKNET",5.0000,"CRAPPIE",5.0000
"ME",1982,"BSEINE",4.0000,"FRESHWATERDRUM",1.0000
"ME",1982,"TRAMML",2.0000,"FRESHWATERDRUM",1.0000
"ME",1982,"VGN064",1.0000,"FRESHWATERDRUM",14.1800
"ME",1982,"BSEINE",4.0000,"NORTHERNPIKE",1.0000
"ME",1982,"FYKNET",5.0000,"PUMPKINSEED",6.0000
"ME",1982,"BSEINE",4.0000,"ROCKBASS",1.0000
"ME",1982,"BSEINE",4.0000,"SMALLMOUTHBASS",1.0000
"ME",1982,"TRAMML",2.0000,"SMALLMOUTHBASS",1.0000
"ME",1982,"BSEINE",4.0000,"SPOTTAILEMERALDH",1.0000
"ME",1982,"BSEINE",4.0000,"SPOTTAILSHINER",3.0000
"ME",1982,"FYKNET",5.0000,"WALLEYE",1.0000
"ME",1982,"TRAMML",2.0000,"WALLEYE",3.0000
"ME",1982,"VGN051",2.0000,"WHITEBASS",0.9540
"ME",1982,"VGN064",1.0000,"WHITEBASS",0.8860
"ME",1982,"BSEINE",4.0000,"WHITECRAPPIE",4.0000
"ME",1982,"FYKNET",5.0000,"WHITECRAPPIE",1.0000
"ME",1982,"VGN019",2.0000,"WHITECRAPPIE",4.0860
"ME",1982,"VGN089",1.0000,"WHITECRAPPIE",0.4990
"ME",1982,"FYKNET",5.0000,"WHITESUCKER",4.0000
"ME",1982,"TRAMML",2.0000,"WHITESUCKER",1.0000
"ME",1982,"FYKNET",5.0000,"YELLOWBULLHEAD",1.0000
"ME",1982,"BSEINE",4.0000,"YELLOWPERCH",7.0000
"ME",1982,"TRAMML",2.0000,"YELLOWPERCH",65.0000
"ME",1982,"VGN025",2.0000,"YELLOWPERCH",2.0280
"ME",1982,"VGN032",1.0000,"YELLOWPERCH",52.9810
"ME",1982,"VGN038",1.0000,"YELLOWPERCH",258.0110
"ME",1982,"VGN051",2.0000,"YELLOWPERCH",69.5300
"ME",1982,"VGN064",1.0000,"YELLOWPERCH",19.5000
"ME",1983,"BSEINE",15.0000,"BLACKCRAPPIE",170.0000
"ME",1983,"VGN019",1.0000,"BLACKCRAPPIE",2.5260
"ME",1983,"VGN025",2.0000,"BLACKCRAPPIE",1.9100
"ME",1983,"BSEINE",15.0000,"BLUEGILL",473.0000
"ME",1983,"CRAYTR",39.0000,"BLUEGILL",6.0000
"ME",1983,"BSEINE",15.0000,"BLUNTNOSEMINNOW",109.0000
"ME",1983,"BSEINE",15.0000,"BROOKSILVERSIDE",4046.0000
"ME",1983,"BSEINE",15.0000,"BROWNBULLHEAD",1.0000
"ME",1983,"BSEINE",15.0000,"CISCO",1.0000
"ME",1983,"VGN051",1.0000,"CISCO",2.0000
"ME",1983,"VGN064",1.0000,"CISCO",2.1820
"ME",1983,"VGN089",1.0000,"CISCO",3.0000
